1 1 1.0
2 1 0.111111
3 1 0.0625
4 1 0.107143
5 1 0.153846
6 1 0.034483
8 1 0.111111
9 1 0.076923
11 1 0.081081
12 1 0.107143
13 1 0.037037
16 1 0.03125
18 1 0.029412
19 1 0.115385
20 1 0.428571
21 1 0.114286
22 1 0.108108
23 1 0.032258
24 1 0.086957
25 1 0.066667
26 1 0.029412
27 1 0.073171
30 1 0.060606
31 1 0.076923
32 1 0.137931
33 1 0.115385
36 1 0.071429
37 1 0.15
38 1 0.03125
39 1 0.027027
41 1 0.111111
42 1 0.037037
43 1 0.090909
47 1 0.043478
49 1 0.038462
52 1 0.075
56 1 0.038462
58 1 0.071429
60 1 0.125
69 1 0.033333
72 1 0.076923
73 1 0.12
74 1 0.136364
75 1 0.076923
76 1 0.171429
77 1 0.075
78 1 0.166667
79 1 0.022222
80 1 0.027027
81 1 0.023256
82 1 0.028571
84 1 0.030303
85 1 0.088235
88 1 0.212121
91 1 0.125
93 1 0.046154
95 1 0.060606
97 1 0.076923
98 1 0.076923
99 1 0.076923
100 1 0.142857
101 1 0.1
102 1 0.1
103 1 0.034483
105 1 0.095238
106 1 0.176471
107 1 0.136364
111 1 0.111111
112 1 0.173913
113 1 0.071429
116 1 0.032609
117 1 0.037037
118 1 0.054545
119 1 0.068182
122 1 0.107143
123 1 0.052632
124 1 0.133333
125 1 0.055556
126 1 0.071429
127 1 0.074074
128 1 0.074074
130 1 0.129032
132 1 0.111111
134 1 0.136364
136 1 0.24
140 1 0.035714
141 1 0.103448
142 1 0.066667
143 1 0.153846
144 1 0.058824
145 1 0.009804
146 1 0.106383
147 1 0.148148
150 1 0.153846
152 1 0.083333
154 1 0.125
155 1 0.111111
156 1 0.117647
158 1 0.111111
160 1 0.054054
162 1 0.078947
164 1 0.048387
165 1 0.121951
166 1 0.111111
168 1 0.052632
169 1 0.036364
170 1 0.078947
171 1 0.025
172 1 0.09375
173 1 0.05
174 1 0.05
175 1 0.068966
177 1 0.12
178 1 0.103448
179 1 0.064516
180 1 0.088889
182 1 0.333333
183 1 0.115385
184 1 0.047619
185 1 0.1
186 1 0.05
187 1 0.045455
188 1 0.068182
189 1 0.25
190 1 0.153846
191 1 0.050847
192 1 0.166667
193 1 0.06
194 1 0.069767
195 1 0.178571
196 1 0.129032
197 1 0.06
198 1 0.153846
199 1 0.148148
200 1 0.166667
201 1 0.038462
202 1 0.190476
203 1 0.069767
204 1 0.055556
205 1 0.166667
206 1 0.125
208 1 0.082192
209 1 0.041667
1 2 0.111111
2 2 1.0
3 2 0.2
4 2 0.285714
5 2 0.294118
6 2 0.222222
7 2 0.106383
8 2 0.222222
9 2 0.217391
10 2 0.176471
11 2 0.255814
12 2 0.25
