59 1 1.0
25 2 1.0
26 2 1.0
80 3 1.0
93 4 1.0
18 5 1.0
22 5 1.0
23 5 1.0
83 6 1.0
25 7 1.0
27 7 1.0
63 7 1.0
4 8 1.0
5 8 1.0
6 8 1.0
7 8 1.0
8 8 1.0
19 9 1.0
20 9 1.0
26 9 1.0
27 9 1.0
60 10 1.0
76 11 1.0
77 11 1.0
80 11 1.0
60 12 1.0
12 13 1.0
13 13 1.0
15 13 1.0
4 14 1.0
5 14 1.0
6 14 1.0
3 15 1.0
45 15 1.0
81 15 1.0
22 16 1.0
23 16 1.0
35 17 1.0
16 18 1.0
17 18 1.0
18 18 1.0
19 18 1.0
20 18 1.0
22 18 1.0
23 18 1.0
24 18 1.0
19 19 1.0
20 19 1.0
25 19 1.0
26 19 1.0
27 19 1.0
29 19 1.0
52 19 1.0
4 20 1.0
5 20 1.0
55 20 1.0
16 21 1.0
17 21 1.0
18 21 1.0
19 21 1.0
20 21 1.0
21 21 1.0
4 22 1.0
5 22 1.0
16 22 1.0
17 22 1.0
18 22 1.0
19 22 1.0
20 22 1.0
25 22 1.0
26 22 1.0
28 22 1.0
29 22 1.0
45 22 1.0
47 22 1.0
48 22 1.0
49 22 1.0
50 22 1.0
51 22 1.0
52 22 1.0
53 22 1.0
54 22 1.0
55 22 1.0
56 22 1.0
57 22 1.0
58 22 1.0
81 22 1.0
46 23 1.0
3 24 1.0
45 24 1.0
81 24 1.0
64 25 1.0
11 26 1.0
3 27 1.0
46 27 1.0
81 27 1.0
12 28 1.0
19 28 1.0
88 29 1.0
79 30 1.0
45 31 1.0
14 32 1.0
60 33 1.0
60 34 1.0
4 35 1.0
5 35 1.0
7 35 1.0
30 36 1.0
60 37 1.0
2 38 1.0
10 38 1.0
72 38 1.0
73 38 1.0
48 39 1.0
49 39 1.0
77 40 1.0
78 40 1.0
46 41 1.0
16 42 1.0
17 42 1.0
18 42 1.0
52 42 1.0
22 43 1.0
23 43 1.0
24 43 1.0
16 44 1.0
17 44 1.0
18 44 1.0
19 44 1.0
20 44 1.0
22 44 1.0
23 44 1.0
24 44 1.0
60 44 1.0
46 45 1.0
84 46 1.0
85 46 1.0
30 47 1.0
47 48 1.0
48 48 1.0
49 48 1.0
50 48 1.0
51 48 1.0
52 48 1.0
53 48 1.0
54 48 1.0
55 48 1.0
56 48 1.0
57 48 1.0
4 49 1.0
5 49 1.0
6 49 1.0
7 49 1.0
8 49 1.0
16 49 1.0
17 49 1.0
18 49 1.0
19 49 1.0
20 49 1.0
22 49 1.0
23 49 1.0
24 49 1.0
25 49 1.0
26 49 1.0
27 49 1.0
28 49 1.0
29 49 1.0
45 49 1.0
52 49 1.0
54 49 1.0
57 49 1.0
4 50 1.0
5 50 1.0
45 51 1.0
22 52 1.0
23 52 1.0
24 52 1.0
25 53 1.0
26 53 1.0
27 53 1.0
29 53 1.0
45 53 1.0
52 53 1.0
3 54 1.0
4 54 1.0
5 54 1.0
6 54 1.0
7 54 1.0
8 54 1.0
18 54 1.0
26 54 1.0
45 54 1.0
52 54 1.0
81 54 1.0
64 55 1.0
90 56 1.0
18 57 1.0
25 57 1.0
26 57 1.0
27 57 1.0
16 58 1.0
17 58 1.0
18 58 1.0
19 58 1.0
20 58 1.0
21 58 1.0
16 59 1.0
17 59 1.0
18 59 1.0
19 59 1.0
20 59 1.0
22 59 1.0
23 59 1.0
24 59 1.0
47 59 1.0
48 59 1.0
49 59 1.0
50 59 1.0
51 59 1.0
52 59 1.0
53 59 1.0
54 59 1.0
55 59 1.0
56 59 1.0
57 59 1.0
19 60 1.0
45 61 1.0
45 62 1.0
30 63 1.0
